endpoint,source_index,case,layout_index,wind_direction_deg,classic_volume_rmse_mps,dense_volume_rmse_mps,dense_minus_classic_volume_rmse_mps
best_test,124,gen_0041_wd285,41,285.0,0.019512703642249107,0.011429326608777046,-0.008083377033472061
best_test,125,gen_0041_wd300,41,300.0,0.016591016203165054,0.01133075449615717,-0.005260261707007885
best_test,132,gen_0044_wd270,44,270.0,0.01554076187312603,0.010271662846207619,-0.005269099026918411
best_test,133,gen_0044_wd285,44,285.0,0.017248662188649178,0.011065677739679813,-0.006182984448969364
best_test,134,gen_0044_wd300,44,300.0,0.018329784274101257,0.01144650299102068,-0.006883281283080578
best_test,141,gen_0047_wd270,47,270.0,0.01583622209727764,0.007818362675607204,-0.008017859421670437
best_test,142,gen_0047_wd285,47,285.0,0.020015660673379898,0.008630447089672089,-0.01138521358370781
best_test,143,gen_0047_wd300,47,300.0,0.01687680371105671,0.008765559643507004,-0.008111244067549706
best_test,147,gen_0049_wd270,49,270.0,0.02057863399386406,0.012010008096694946,-0.008568625897169113
best_test,148,gen_0049_wd285,49,285.0,0.01924249902367592,0.012502572499215603,-0.006739926524460316
best_test,149,gen_0049_wd300,49,300.0,0.020271487534046173,0.012606734409928322,-0.007664753124117851
best_test,174,gen_0058_wd270,58,270.0,0.016172470524907112,0.009919339790940285,-0.006253130733966827
best_test,175,gen_0058_wd285,58,285.0,0.015349426306784153,0.01150206383317709,-0.0038473624736070633
best_test,176,gen_0058_wd300,58,300.0,0.0164194293320179,0.009540826082229614,-0.006878603249788284
best_test,192,gen_0064_wd270,64,270.0,0.02036886475980282,0.009117722511291504,-0.011251142248511314
best_test,193,gen_0064_wd285,64,285.0,0.0182803962379694,0.00929468683898449,-0.008985709398984909
best_test,194,gen_0064_wd300,64,300.0,0.020646164193749428,0.010052742436528206,-0.010593421757221222
best_test,231,gen_0077_wd270,77,270.0,0.0164721067994833,0.01083998754620552,-0.005632119253277779
best_test,232,gen_0077_wd285,77,285.0,0.01657361164689064,0.01099346112459898,-0.00558015052229166
best_test,233,gen_0077_wd300,77,300.0,0.01684652455151081,0.011241458356380463,-0.005605066195130348
best_test,291,gen_0097_wd270,97,270.0,0.021981528028845787,0.011602374725043774,-0.010379153303802013
best_test,292,gen_0097_wd285,97,285.0,0.018932970240712166,0.01162103284150362,-0.007311937399208546
best_test,293,gen_0097_wd300,97,300.0,0.02311556413769722,0.011778137646615505,-0.011337426491081715
best_test,306,gen_0102_wd270,102,270.0,0.021818291395902634,0.011139336973428726,-0.010678954422473907
best_test,307,gen_0102_wd285,102,285.0,0.01640784554183483,0.010970019735395908,-0.005437825806438923
best_test,308,gen_0102_wd300,102,300.0,0.016320476308465004,0.011591468937695026,-0.004729007370769978
best_test,330,gen_0110_wd270,110,270.0,0.022813433781266212,0.011896386742591858,-0.010917047038674355
best_test,331,gen_0110_wd285,110,285.0,0.01980588398873806,0.011770391836762428,-0.008035492151975632
best_test,332,gen_0110_wd300,110,300.0,0.019398987293243408,0.01179551612585783,-0.007603471167385578
best_test,339,gen_0113_wd270,113,270.0,0.02554512768983841,0.013067859224975109,-0.0124772684648633
best_test,340,gen_0113_wd285,113,285.0,0.030497640371322632,0.012251310050487518,-0.018246330320835114
best_test,341,gen_0113_wd300,113,300.0,0.02704610675573349,0.01385548710823059,-0.0131906196475029
best_test,408,gen_0136_wd270,136,270.0,0.03336068242788315,0.009860267862677574,-0.023500414565205574
best_test,409,gen_0136_wd285,136,285.0,0.020161794498562813,0.00970381498336792,-0.010457979515194893
best_test,410,gen_0136_wd300,136,300.0,0.01856481097638607,0.00780563335865736,-0.01075917761772871
best_test,417,gen_0139_wd270,139,270.0,0.016822393983602524,0.008491563610732555,-0.008330830372869968
best_test,418,gen_0139_wd285,139,285.0,0.014795701950788498,0.008108122274279594,-0.0066875796765089035
best_test,419,gen_0139_wd300,139,300.0,0.014986013062298298,0.008904337882995605,-0.006081675179302692
best_test,420,gen_0140_wd270,140,270.0,0.01816929690539837,0.009510630741715431,-0.008658666163682938
best_test,421,gen_0140_wd285,140,285.0,0.018094507977366447,0.009232713840901852,-0.008861794136464596
best_test,422,gen_0140_wd300,140,300.0,0.016108360141515732,0.0099337724968791,-0.006174587644636631
best_test,423,gen_0141_wd270,141,270.0,0.019533317536115646,0.013261856511235237,-0.006271461024880409
best_test,424,gen_0141_wd285,141,285.0,0.017033694311976433,0.012052895501255989,-0.004980798810720444
best_test,425,gen_0141_wd300,141,300.0,0.01565815508365631,0.010639676824212074,-0.005018478259444237
best_test,489,gen_0163_wd270,163,270.0,0.015010210685431957,0.008940482512116432,-0.006069728173315525
best_test,490,gen_0163_wd285,163,285.0,0.014199883677065372,0.008981629274785519,-0.005218254402279854
best_test,491,gen_0163_wd300,163,300.0,0.015302621759474277,0.00857052393257618,-0.006732097826898098
best_test,525,gen_0175_wd270,175,270.0,0.01829349808394909,0.007973398081958294,-0.010320100001990795
best_test,526,gen_0175_wd285,175,285.0,0.020552365109324455,0.007913339883089066,-0.01263902522623539
best_test,527,gen_0175_wd300,175,300.0,0.019345486536622047,0.009070399217307568,-0.01027508731931448
best_test,543,gen_0181_wd270,181,270.0,0.01907838135957718,0.011560646817088127,-0.007517734542489052
best_test,544,gen_0181_wd285,181,285.0,0.015622971579432487,0.009710702113807201,-0.005912269465625286
