endpoint,stratum,classic_cases,dense_cases,classic_layouts,dense_layouts,classic_mean_volume_rmse_mps,dense_mean_volume_rmse_mps,dense_minus_classic_volume_rmse_mps,dense_reduction_percent_volume_rmse,classic_max_volume_rmse_mps,dense_max_volume_rmse_mps
best_test,M=17,6,6,2,2,0.0174014864799877,0.010793442527453104,-0.0066080439525345955,37.97401997889129,0.02170442044734955,0.012087073177099228
best_test,M=18,3,3,1,1,0.01745738834142685,0.009559039026498795,-0.007898349314928055,45.2435906245212,0.01816929690539837,0.0099337724968791
best_test,M=19,3,3,1,1,0.01598044205456972,0.010320743235448996,-0.005659698819120726,35.41640963243751,0.0164194293320179,0.01150206383317709
best_test,M=20,3,3,1,1,0.01831987003485362,0.010459948951999346,-0.007859921082854273,42.903803727323094,0.020258257165551186,0.011560646817088127
best_test,M=22,6,6,2,2,0.017019568321605522,0.011504889310648045,-0.005514679010957478,32.401991089026964,0.019533317536115646,0.013261856511235237
best_test,M=23,6,6,2,2,0.01596191432327032,0.010792387649416924,-0.005169526673853397,32.386633389686374,0.017076551914215088,0.011385089717805386
best_test,M=25,6,6,2,2,0.020687835291028023,0.012057993405809006,-0.008629841885219017,41.71457169789842,0.026250367984175682,0.013535646721720695
best_test,M=26,3,3,1,1,0.018182204415400822,0.011233608548839888,-0.006948595866560934,38.21646543955519,0.021818291395902634,0.011591468937695026
best_test,M=27,6,6,2,2,0.01821513380855322,0.01191287844752272,-0.0063022553610304986,34.59900666813202,0.021449899300932884,0.012955510057508945
best_test,M=28,6,6,2,2,0.021817656233906746,0.012135716465612253,-0.009681939768294493,44.37662627229328,0.023586055263876915,0.012916484847664833
best_test,M=29,6,6,2,2,0.020351820935805637,0.012096934951841831,-0.008254885983963806,40.560920863060026,0.022813433781266212,0.012606734409928322
best_test,M=30,6,6,2,2,0.023568779540558655,0.012407223849246899,-0.011161555691311756,47.357376618098705,0.030497640371322632,0.01385548710823059
best_test,M=7,3,3,1,1,0.019244076684117317,0.00930397460858027,-0.009940102075537046,51.65278770553276,0.02278934046626091,0.010271437466144562
best_test,M=8,6,6,2,2,0.022577339162429173,0.008670574830224117,-0.013906764332205055,61.59611738192437,0.03336068242788315,0.009860267862677574
best_test,M=9,6,6,2,2,0.018486672701934975,0.008361917765190205,-0.01012475493674477,54.76785952771819,0.020552365109324455,0.009070399217307568
best_test,M_bin=11-15,9,9,3,3,0.01810161241640647,0.009481863843070136,-0.008619748573336335,47.61867824284974,0.020646164193749428,0.010996726341545582
